favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
41782,Twitter for iPhone,"b'Today, I signed the Holocaust Remembrance Proclamation: https://t.co/762SqgdLMV #ICYMI- My statement last night at\xe2\x80\xa6 https://t.co/vrqqFDi8En'",,False,Mon Apr 24 20:32:08 +0000 2017,9760,856606707463725057
91172,Twitter for iPhone,"b'The Fake News Media wants so badly to see a major confrontation with Russia, even a confrontation that could lead t\xe2\x80\xa6 https://t.co/hoqBikzUda'",,False,Thu Jul 19 10:59:26 +0000 2018,22561,1019899507910283264
52201,Twitter for iPhone,b'People get what is going on! https://t.co/Pdg7VqQv6M',,False,Sat Oct 21 13:08:17 +0000 2017,14801,921724821939130369
153396,Twitter for iPhone,b'Gas prices are the lowest in the U.S. in over ten years! I would like to see them go even lower.',,False,Tue Jul 04 19:55:28 +0000 2017,29342,882327018070790144
96891,Twitter for iPhone,b'The Stock Market has been creating tremendous benefits for our country in the form of not only Record Setting Stock\xe2\x80\xa6 https://t.co/ztq2hDJ7rr',,False,Sun Jan 07 20:42:13 +0000 2018,19240,950105312782114817
85660,Twitter for iPhone,b'.@daveweigel of the Washington Post just admitted that his picture was a FAKE (fraud?) showing an almost empty aren\xe2\x80\xa6 https://t.co/wERMFP0Wcp',,False,Sat Dec 09 23:14:34 +0000 2017,22435,939634404267380736
69658,Twitter for iPhone,b'Will be leaving the Philippines tomorrow after many days of constant mtgs &amp; work in order to #MAGA! My promises are rapidly being fulfilled.',,False,Mon Nov 13 12:33:24 +0000 2017,12979,930050967067820032
41832,Twitter for iPhone,"b'Join me LIVE in Moon Township, Pennsylvania at 7:00pmE. Great crowd for a #MAGA rally!\nhttps://t.co/PYJNg0WGDL'",,False,Sat Mar 10 23:56:47 +0000 2018,7390,972622325454659585
83955,Twitter for iPhone,"b'...massive regulation cuts, 36 new legislative bills signed, great new S.C.Justice, and Infrastructure, Healthcare and Tax Cuts in works!'",,False,Sun Jun 18 10:46:35 +0000 2017,16860,876390681056600066
90335,Twitter for iPhone,b'MAKING AMERICA GREAT AGAIN! https://t.co/iONbr1DkVk',,False,Fri Jan 05 00:11:26 +0000 2018,21126,949070800417640454
83725,Twitter for iPhone,"b'So many people are seeing the benefits of the Tax Cut Bill. Everyone is talking, really nice to see!'",,False,Tue Apr 17 12:24:36 +0000 2018,14950,986218871991492608
92758,Twitter for iPhone,b'The U.S. is acting swiftly on Intellectual Property theft. We cannot allow this to happen as it has for many years!',,False,Wed Mar 07 15:38:49 +0000 2018,18756,971409845453762560
74318,Twitter for iPhone,b'\xe2\x80\x9cWorker pay rate hits highest level since 2008\xe2\x80\x9d https://t.co/pMDxHQqcg9',,False,Tue Jul 31 20:39:22 +0000 2018,19012,1024394107404279808
103397,Twitter for Android,"b'The failing @nytimes has been wrong about me from the very beginning. Said I would lose the primaries, then the general election. FAKE NEWS!'",,False,Sat Jan 28 13:04:58 +0000 2017,19336,825328817833123840
56482,Media Studio,"b'Donald E. Ballard, on behalf of the people of the United States, THANK YOU for your courageous service. YOU INSPIRE\xe2\x80\xa6 https://t.co/gyNDamEaC5'",,False,Thu Aug 24 00:52:51 +0000 2017,11884,900521251768213505
90701,Twitter for iPhone,b'Congratulations to Patrick Reed on his great and courageous MASTERS win! When Patrick had his amazing win at Doral\xe2\x80\xa6 https://t.co/ry4szk4uix',,False,Mon Apr 09 00:43:27 +0000 2018,12461,983143317889323008
65956,Twitter for iPhone,"b'""After 14 years, U.S. beef hits Chinese market. Trade deal an exciting opportunity for agriculture."" https://t.co/gDGgejqFMs'",,False,Wed Jul 12 20:20:56 +0000 2017,16596,885232527656538113
110479,Twitter Web Client,"b'A strong Poland is a blessing to the nations of Europe, and a strong Europe is a blessing to the West, and to the w\xe2\x80\xa6 https://t.co/U8fc7SQAWA'",,False,Thu Jul 06 20:45:21 +0000 2017,29908,883064346519187456
93451,Twitter for iPhone,"b'Can anyone even imagine having Spies placed in a competing campaign, by the people and party in absolute power, for\xe2\x80\xa6 https://t.co/ZPxBYMRB51'",,False,Fri May 25 12:04:17 +0000 2018,23060,999984495179726848
